id,home,away,predicted
401525434,Notre Dame,Navy,-16.29209891628966
401520145,Jacksonville State,UTEP,0.9734952323970933
401532392,San Diego State,Ohio,-8.306981624543525
401525450,New Mexico State,UMass,-14.770139937719566
401520147,Vanderbilt,Hawai'i,-1.2780235899079528
401523986,USC,San José State,-7.04028543994268
401520146,Louisiana Tech,Florida International,-4.802106955831386
401532393,Western Michigan,St Francis (PA),-17.328386423433667
401531834,Georgia State,Rhode Island,-16.249655672204472
401525816,UCF,Kent State,-15.507689659541322
401525461,Wake Forest,Elon,-21.519638375694942
401520174,Connecticut,NC State,22.067931367318252
401531377,UAB,North Carolina A&T,-33.36708356381631
401520148,Minnesota,Nebraska,-4.0357145316371525
401520176,Utah,Florida,-5.556193656447006
401520165,Missouri,South Dakota,-28.791977892047363
401531337,Tulsa,Arkansas-Pine Bluff,-48.182897241644994
401523987,Arizona State,Southern Utah,-27.407724612617603
401532394,Eastern Michigan,Howard,-25.741932771463365
401525463,Miami,Miami (OH),-12.61837088282827
401520163,Michigan State,Central Michigan,-5.657954279289494
401525462,Georgia Tech,Louisville,12.59468333052843
401525815,Kansas,Missouri State,-13.42999016400281
401523988,Hawai'i,Stanford,-0.08295416922505616
401520159,Kentucky,Ball State,-17.396125187315647
401520162,Michigan,East Carolina,-22.242711562775895
401520160,Liberty,Bowling Green,-17.500857794015694
401520170,Purdue,Fresno State,-4.263289591980424
401520172,SMU,Louisiana Tech,-16.619820234350925
401520179,Tennessee,Virginia,-11.761721845831488
401523994,TCU,Colorado,-18.0991205456192
401525464,Boston College,Northern Illinois,-11.397199645637219
401525822,Oklahoma,Arkansas State,-30.10270009090751
401520157,Iowa,Utah State,-20.91638403038188
401532570,Air Force,Robert Morris,-53.44253548198116
401520158,Jacksonville State,East Tennessee State,-18.09956279103264
401532395,Ohio,Long Island University,-36.958210616780455
401525820,Iowa State,Northern Iowa,-25.124187860177564
401520168,Ole Miss,Mercer,-25.686829552680948
401531387,Temple,Akron,-6.998759496344544
401523992,Oregon,Portland State,-41.24332312524012
401520181,Western Kentucky,South Florida,-14.296480440410136
401531835,Appalachian State,Gardner-Webb,-28.377133903653146
401525818,Cincinnati,Eastern Kentucky,-41.704611484677045
401525824,Texas,Rice,-24.425240624505097
401525465,Pittsburgh,Wofford,-45.47382606296185
401525435,Notre Dame,Tennessee State,-41.535422042831456
401523997,Washington,Boise State,-2.8102554786657077
401520180,Wisconsin,Buffalo,-19.928828579078896
401520161,Maryland,Towson,-34.146680290941795
401520151,Auburn,UMass,-39.482636483542635
401520156,Indiana,Ohio State,22.078013574008125
401520150,Arkansas,Western Carolina,-36.0101369364829
401523991,North Texas,California,2.014274457611423
401520164,Mississippi State,Southeastern Louisiana,-29.00704678925167
401532572,UNLV,Bryant,-15.919379200711074
401525466,Syracuse,Colgate,-37.4911515249769
401531402,Charlotte,South Carolina State,-29.454564878383987
401520154,Georgia,UT Martin,-47.975804730482196
401531836,Georgia Southern,The Citadel,-28.96915065610376
401531418,Florida Atlantic,Monmouth,-26.07818191736436
401531838,Marshall,Albany,-36.28319911613531
401531837,James Madison,Bucknell,-48.94131055444297
401523996,USC,Nevada,-10.72282969238016
401520153,Florida International,Maine,-16.817010608089902
401531840,Southern Mississippi,Alcorn State,-26.88829409384423
401520173,Texas A&M,New Mexico,-29.19377569406421
401520175,Louisiana Monroe,Army,11.340545060183459
401523990,Colorado State,Washington State,9.117944195129503
401525817,Baylor,Texas State,-22.515464289214407
401525819,Houston,UT San Antonio,-7.845768335710359
401520178,Vanderbilt,Alabama A&M,-29.447053477923486
401525821,Kansas State,Southeast Missouri State,-26.186246696762858
401525823,Oklahoma State,Central Arkansas,-32.87321396657266
401531426,Memphis,Bethune-Cookman,-46.15906368077618
401531841,Troy,Stephen F. Austin,-25.320053958118326
401520149,Alabama,Middle Tennessee,-33.72016686648361
401520155,Illinois,Toledo,-0.2914673023919594
401531839,Louisiana,Northwestern State,-38.850701642453274
401525825,Wyoming,Texas Tech,5.1798884793835285
401520169,Penn State,West Virginia,-7.066307705706533
401520167,North Carolina,South Carolina,-5.073878935196465
401531347,Tulane,South Alabama,-9.502295346138668
401525467,Virginia Tech,Old Dominion,-10.8860057106283
401520166,New Mexico State,Western Illinois,-19.421699190233067
401520177,UTEP,Incarnate Word,-0.6730580234297303
401523989,Arizona,Northern Arizona,-19.770990474794225
401520152,BYU,Sam Houston State,-24.47513712015028
401523995,UCLA,Coastal Carolina,-6.653168512979199
401532571,San Diego State,Idaho State,-38.86519224132398
401520171,Rutgers,Northwestern,-2.5880770834253335
401532573,San José State,Oregon State,8.7141038026959
401520182,Florida State,LSU,3.1054508644335606
401525468,Duke,Clemson,17.597445336149516
